question_id,question,reference_answer,generated_answer,cosine_similarity_pct,classification
45,هل يوجد اختبار قبول أو مقابلة شخصية للتحويل؟ وكيف أعلم بذلك؟,"نعم، ولكن في بعض التخصصات مثل:
كلية الطب
طب الأسنان
التربية
التصاميم والفنون
وسيتم إفادة المتقدم بموعد ومكان الاختبار عن طريق الكلية.","كلية الطب
نعم، ولكن في بعض التخصصات مثل:
طب الأسنان
التربية
التصاميم والفنون
وستتم إفادة المتقدم بموعد ومكان الاختبار من خلال الكلية.",62.56,مرتفع
46,هل يمكن التحويل من الكليات النظرية إلى الكليات العلمية؟,"نعم، كلية العلوم بالمدينة فقط وفق الشروط التالية:
أن يكون حاصلًا على الثانوية العامة مسار علمي.
أن يكون حاصلًا على اختبار تحصيلي علمي (للطلاب).
أن يكون هناك مقاعد متاحة.","أن يكون حاصلًا على الثانوية العامة مسار علمي.
نعم؛ كلية العلوم بالمدينة فقط حسب الشروط التالية:
أن يكون حاصلًا على اختبار تحصيلي علمي (للطلاب).
أن يكون هناك مقاعد متاحة.",86.95,مرتفع
47,هل يوجد تحويل من الكليات النظرية إلى الكليات الصحية؟,نعم، كلية التمريض فقط، وحسب المفاضلة لأعلى معدل ووفق ضوابط وشروط الكلية.,نعم؛ كلية التمريض فقط، وحسب المفاضلة لأعلى معدل وحسب ضوابط وشروط الكلية.,66.94,مرتفع
48,هل يوجد تحويل من الكليات العلمية إلى الكليات الصحية؟,"نعم:
كلية التمريض بالمدينة
كلية العلوم الطبية التطبيقية بينبع
كلية العلوم الطبية التطبيقية بالعلا
كلية التأهيل الطبي تخصص الأطراف الصناعية والأجهزة المساعدة
وذلك وفق دليل التحويل.","نعم:
كلية التمريض بالمدينة
كلية العلوم الطبية التطبيقية بينبع
كلية العلوم الطبية التطبيقية بالعلا
كلية التأهيل الطبي تخصص الأطراف الصناعية والأجهزة المساعدة
وذلك حسب دليل التحويل.",92.4,مرتفع
49,معدلي عالي ولم أستطع التحويل لبعض التخصصات، لماذا؟,نظراً للإقبال الكبير لهذه التخصصات وبمعدلات عالية جداً، تم وضع حد أدنى للترشيح لهذه التخصصات.,نظراً للإقبال الكبير لهذه التخصصات وبمعدلات عالية جداً؛ تم وضع حد أدنى للترشيح لهذه التخصصات.,82.53,مرتفع
50,كيف يعرف الطالب نتيجة القبول؟,يجب على الطالب الدخول على حسابه عبر بوابة القبول الإلكتروني في المواعيد المعلنة والمحددة في الجدول الزمني للتقديم، ويساند ذلك إرسال رسائل نصية على جوال الطالب والبريد الإلكتروني.,يجب على الطالب الدخول على حسابه عبر بوابة القبول الإلكتروني في المواعيد المعلنة والمحددة في الجدول الزمني للتقديم؛ ويساند ذلك إرسال رسائل نصية على جوال الطالب والبريد الإلكتروني.,91.28,مرتفع
51,طالب دخل اختبار القدرات العامة أكثر من مرة، فماهي النتيجة التي يتم احتسابها في القبول؟,يتم احتساب أعلى نتيجة حصل عليها الطالب في اختبار القدرات العامة.,يُنفّذ احتساب أعلى نتيجة حصل عليها الطالب في اختبار القدرات العامة.,82.79,مرتفع
52,طالب تأخر في ترتيب الرغبات في الموعد المحدد؟,إذا لم يتم ترتيب الرغبات في الفترة المحددة حسب الجدول الزمني للقبول، سيتم إلغاء الترشيح، ولا يحق للمتقدم بعد ذلك المطالبة بالمقعد.,إذا لم تتم ترتيب الرغبات في الفترة المحددة حسب الجدول الزمني للقبول؛ ستتم إلغاء الترشيح؛ ولا يحق للمتقدم بعد ذلك المطالبة بالمقعد.,59.56,متوسط
53,ماهي التخصصات المتاحة للقبول بالجامعة؟,يمكنك الدخول على رابط البرامج والتخصصات المتاحة على موقع بوابة القبول الإلكتروني للاطلاع عليها.,بإمكانك الدخول على رابط البرامج والتخصصات المتاحة على موقع بوابة القبول الإلكتروني للاطلاع عليها.,87.24,مرتفع
54,ماهي آلية المفاضلة في القبول؟,"يتم القبول عن طريق المفاضلة بين المتقدمين تنافسياً وفقاً لما يلي:
1- النسبة الموزونة.
2- ترتيب الرغبات.
3- توافر المقاعد المتاحة.
4- شروط الكليات.
(موقع الجامعة الرسمي - عمادة القبول والتسجيل - دليل القبول).","1- النسبة الموزونة.
يُنفّذ القبول عبر المفاضلة بين المتقدمين تنافسياً حسباً لما يلي:
2- ترتيب الرغبات.
3- توافر المقاعد المتاحة.
4- شروط الكليات.
(موقع الجامعة الرسمي - عمادة القبول والتسجيل - دليل القبول).",70.15,مرتفع
55,ماهي معايير القبول في الجامعة؟,يمكن الاطلاع على معايير القبول من خلال موقع الجامعة.,يمكن الاطلاع على معايير القبول عبر موقع الجامعة.,60.6,مرتفع
56,طالب سجل العام الماضي ولم يتم قبوله، هل يمكن التسجيل من التقديم القديم أم يلزم التقديم من جديد؟,يتوجب التقديم من جديد من خلال الدخول على بوابة القبول الإلكتروني.,يتوجب التقديم من جديد عبر الدخول على بوابة القبول الإلكتروني.,70.0,مرتفع
57,هل الأولوية في القبول الجامعي للحاصلين على شهادة الثانوية العامة لهذا العام؟,"القبول يتم وفق الشروط المعلنة على موقع الجامعة.
(عمادة القبول والتسجيل - دليل القبول).","(عمادة القبول والتسجيل - دليل القبول).
القبول تتم بناءً على الشروط المعلنة على موقع الجامعة.",67.85,مرتفع
58,هل هناك ميزة لمن قدم في اليوم الأول أو اليوم التالي أو اليوم الأخير، حسب الجدول الزمني؟,لا، المفاضلة تكون حسب النسبة الموزونة والمقاعد المتاحة.,لا؛ المفاضلة تكون حسب النسبة الموزونة والمقاعد المتاحة.,76.69,مرتفع
